Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
158438,430 N Michigan Ave,60611,Commercial,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.8903758,-87.62467983,"(41.8903758, -87.62467983)"
120980,3400 W DIVISION,60651,Commercial,"50,000 - 250,000 Sq Ft",2019,HUMBOLDT PARK,23,26,41.90280838,-87.71178755,"(41.90280838, -87.71178755)"
244360,1720 S Michigan Ave,60616,Residential,"> 250,000 Sq Ft",2021,NEAR SOUTH SIDE,33,3,41.85862339,-87.62421069,"(41.85862339, -87.62421069)"
251786,642 W Deming Pl,60614,Commercial,"50,000 - 250,000 Sq Ft",2021,LINCOLN PARK,7,43,41.927944,-87.645176,"(41.927944, -87.645176)"
251941,5450 N Cumberland Ave,60656,Commercial,"50,000 - 250,000 Sq Ft",2019,OHARE,76,41,41.9787887,-87.83785106,"(41.9787887, -87.83785106)"
255010,949 N ELSTON AVE,60642,Commercial,"50,000 - 250,000 Sq Ft",2021,West Town,24,27,41.89962673,-87.65662412,"(41.89962673, -87.65662412)"
251677,3116 W Belden Ave,60647,Municipal,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,32,41.92353186,-87.70529839,"(41.92353186, -87.70529839)"
238266,25 E Superior St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89530417,-87.62727758,"(41.89530417, -87.62727758)"
254536,220 E Illinois St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89535128,-87.62272623,"(41.89535128, -87.62272623)"
101675,5615 N CUMBERLAND AVE,60631,Residential,"> 250,000 Sq Ft",2019,NORWOOD PARK,10,41,41.98187009,-87.83561493,"(41.98187009, -87.83561493)"
130910,1279 N MILWAUKEE AVE,60622,Commercial,"50,000 - 250,000 Sq Ft",2021,WEST TOWN,24,1,41.91320618,-87.68140368,"(41.91320618, -87.68140368)"
105858,546 550 W ARLINGTON PL,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
238367,1300 N Lake Shore Dr,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,43,41.90617206,-87.6258565,"(41.90617206, -87.6258565)"
251531,2601 W 80th St,60652,Municipal,"50,000 - 250,000 Sq Ft",2019,ASHBURN,70,18,41.74765485,-87.68774592,"(41.74765485, -87.68774592)"
103611,105 W Adams St,60603,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.879395,-87.630986,"(41.879395, -87.630986)"
101968,30 N Michigan Ave,60602,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.88298879,-87.62497233,"(41.88298879, -87.62497233)"
251466,3615 W 16th St,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,NORTH LAWNDALE,29,24,41.85849301,-87.71580684,"(41.85849301, -87.71580684)"
129735,2649 E 75th St,60649,Residential,"50,000 - 250,000 Sq Ft",2021,SOUTH SHORE,43,7,41.759248,-87.559768,"(41.759248, -87.559768)"
251722,6315 S Claremont Ave,60636,Municipal,"50,000 - 250,000 Sq Ft",2019,CHICAGO LAWN,66,16,41.778895,-87.682265,"(41.778895, -87.682265)"
161204,3241 S Michigan Ave,60616,Commercial,"> 250,000 Sq Ft",2019,DOUGLAS,35,3,41.83550388,-87.62254535,"(41.83550388, -87.62254535)"
140123,4469 4479 N ELSTON AVE,60630,Residential,"50,000 - 250,000 Sq Ft",2019,ALBANY PARK,14,39,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
173642,230 E Ohio St,60611,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89260773,-87.62161072,"(41.89260773, -87.62161072)"
251591,2450 W Rice St,60622,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,26,41.8971019,-87.68854703,"(41.8971019, -87.68854703)"
251287,8101 W Higgins Rd,60631,Residential,"50,000 - 250,000 Sq Ft",2021,NORWOOD PARK,10,41,41.98515127,-87.83015397,"(41.98515127, -87.83015397)"
160392,1120 N LaSalle St,60610,Residential,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.902342,-87.632913,"(41.902342, -87.632913)"
136887,5050 S Kedzie Ave,60632,Commercial,"50,000 - 250,000 Sq Ft",2019,GAGE PARK,63,14,41.80188308,-87.70454381,"(41.80188308, -87.70454381)"
103052,825 835 W CORNELIA AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
172393,3021 W Carroll Ave,60612,Commercial,"50,000 - 250,000 Sq Ft",2021,EAST GARFIELD PARK,27,27,41.88727132,-87.70248475,"(41.88727132, -87.70248475)"
165659,2032 N Clybourn,60614,Commercial,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,2,41.9184139,-87.66048321,"(41.9184139, -87.66048321)"
251290,163 E Walton Pl,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89976914,-87.62270106,"(41.89976914, -87.62270106)"
251661,648 E 91st Pl,60619,Municipal,"50,000 - 250,000 Sq Ft",2019,CHATHAM,44,8,41.72842,-87.608271,"(41.72842, -87.608271)"
103615,250 E Superior St,60611,Commercial,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89627286,-87.62088103,"(41.89627286, -87.62088103)"
253989,820 N Orleans St,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9038385,-87.63668,"(41.9038385, -87.63668)"
254053,1255 N State Parkway,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.8842525,-87.63245,"(41.8842525, -87.63245)"
251614,936 E 54th St,60615,Municipal,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.79848025,-87.6023543,"(41.79848025, -87.6023543)"
101978,42 46 N WALLER AVE,60644,Residential,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
255092,1244 North Clybourn,60610,Residential,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.9040549,-87.6312808,"(41.9040549, -87.6312808)"
103205,7260 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
176014,1201 N WELLS ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
252013,900 N Franklin St,60610,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.89935826,-87.63609615,"(41.89935826, -87.63609615)"
160258,6718 S EAST END Ave,60649,Residential,"50,000 - 250,000 Sq Ft",2020,SOUTH SHORE,43,5,41.77308517,-87.58433961,"(41.77308517, -87.58433961)"
160375,77 W Huron St,60654,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89462133,-87.63070676,"(41.89462133, -87.63070676)"
131906,6125 S KENWOOD AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2021,WOODLAWN,42,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
116716,1808 1827 S MICHIGAN AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
251355,9811 S Lowe Ave,60628,Municipal,"50,000 - 250,000 Sq Ft",2019,WASHINGTON HEIGHTS,73,34,41.71565288,-87.63896474,"(41.71565288, -87.63896474)"
254156,5025 N Paulina St,60640,Commercial,"50,000 - 250,000 Sq Ft",2021,Uptown,3,47,41.8842525,-87.63245,"(41.8842525, -87.63245)"
252025,1817 W 80th St,60620,Commercial,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,17,41.74798696,-87.66912817,"(41.74798696, -87.66912817)"
244449,30 40 E Huron St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89549188,-87.62634029,"(41.89549188, -87.62634029)"
254513,625 W Division St,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.90412113,-87.63142484,"(41.90412113, -87.63142484)"
251415,10414 S State St,60628,Municipal,"50,000 - 250,000 Sq Ft",2019,ROSELAND,49,34,41.70501268,-87.62384134,"(41.70501268, -87.62384134)"
159513,355 E Ohio St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89226498,-87.6181671,"(41.89226498, -87.6181671)"
251785,1439 W Wellington Ave,60657,Commercial,"50,000 - 250,000 Sq Ft",2021,LAKE VIEW,6,32,41.93580471,-87.66570983,"(41.93580471, -87.66570983)"
105302,810 E HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
251554,2701 S Shields Ave,60616,Municipal,"50,000 - 250,000 Sq Ft",2019,ARMOUR SQUARE,34,11,41.84344383,-87.63512391,"(41.84344383, -87.63512391)"
104285,528 534 W ALDINE AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
135113,57 - 63 W Grand Ave,60654,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89159257,-87.63040107,"(41.89159257, -87.63040107)"
255003,2211 N MILWAUKEE AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2019,Logan Square,22,1,41.92105626,-87.69421012,"(41.92105626, -87.69421012)"
175545,4015 4027 N LINCOLN AVE,60618,Residential,"50,000 - 250,000 Sq Ft",2019,NORTH CENTER,5,47,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
251930,1134 W Granville Ave,60660,Residential,"> 250,000 Sq Ft",2021,EDGEWATER,77,48,41.994566,-87.659499,"(41.994566, -87.659499)"
172394,26 N Halsted St,60661,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR WEST SIDE,28,27,41.88260816,-87.64772647,"(41.88260816, -87.64772647)"
134136,141 173 W OAK ST,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
101263,900 W ARGYLE ST,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,48,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
251609,8315 S Mackinaw Ave,60617,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH CHICAGO,46,10,41.744465,-87.54298,"(41.744465, -87.54298)"
251619,7355 S Jeffrey Blvd,60649,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76125742,-87.57572455,"(41.76125742, -87.57572455)"
251644,5025 N Laramie Ave,60630,Municipal,"50,000 - 250,000 Sq Ft",2019,JEFFERSON PARK,11,45,41.97209735,-87.7569164,"(41.97209735, -87.7569164)"
160197,220 S Michigan Ave,60604,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.87899988,-87.62512408,"(41.87899988, -87.62512408)"
100598,2345 S Christiana Ave,60623,Municipal,"> 250,000 Sq Ft",2019,SOUTH LAWNDALE,30,22,41.84837118,-87.70825259,"(41.84837118, -87.70825259)"
172704,4116 N NARRAGANSETT AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2019,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
254346,11505 S WESTERN AVE,60643,Municipal,"50,000 - 250,000 Sq Ft",2019,Morgan Park,75,19,41.68975449,-87.67414803,"(41.68975449, -87.67414803)"
119223,3500 N Kimball Ave,60618,Commercial,"50,000 - 250,000 Sq Ft",2021,AVONDALE,21,35,41.944722,-87.712672,"(41.944722, -87.712672)"
158158,61 67 E HARRISON ST,60605,Residential,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
251449,5300 S Loomis Blvd,60609,Municipal,"50,000 - 250,000 Sq Ft",2019,NEW CITY,61,20,41.79736598,-87.66014873,"(41.79736598, -87.66014873)"
172051,6308 6320 S KEDZIE AVE,60629,Residential,"50,000 - 250,000 Sq Ft",2019,CHICAGO LAWN,66,17,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
251716,11311 S Forrestville Ave,60628,Municipal,"50,000 - 250,000 Sq Ft",2019,PULLMAN,50,9,41.68869044,-87.60883165,"(41.68869044, -87.60883165)"
157287,1611 W HARRISON ST,60612,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.87351299,-87.66703729,"(41.87351299, -87.66703729)"
251392,3740 N Panama Ave,60634,Municipal,"50,000 - 250,000 Sq Ft",2019,DUNNING,17,38,41.94793297,-87.82972259,"(41.94793297, -87.82972259)"
255150,4756-4770 South Kedzie Avenue,60632,Commercial,"50,000 - 250,000 Sq Ft",2019,BRIGHTON PARK,58,14,41.8145,-87.70299,"(41.8145, -87.70299)"
132278,605 N Michigan Ave,60611,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89277207,-87.62414339,"(41.89277207, -87.62414339)"
242655,10 E Delaware Pl,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89939252,-87.62790258,"(41.89939252, -87.62790258)"
103664,50 S LaSalle St,60603,Commercial,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
175676,4554 N BROADWAY ST,60640,Commercial,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.96465048,-87.65732443,"(41.96465048, -87.65732443)"
172708,4200 N Austin Ave,60634,Commercial,"50,000 - 250,000 Sq Ft",2021,PORTAGE PARK,15,38,41.95785227,-87.77734371,"(41.95785227, -87.77734371)"
175777,1217 1227 W WILSON AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
101013,7320 7332 N DAMEN AVE,60645,Residential,"50,000 - 250,000 Sq Ft",2021,ROGERS PARK,1,49,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
255023,454 W DIVISION ST,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9037676,-87.63983401,"(41.9037676, -87.63983401)"
251212,549 W Randolph St,60661,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR WEST SIDE,28,42,41.88417414,-87.64167983,"(41.88417414, -87.64167983)"
160372,71 W Hubbard St,60654,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.890021,-87.630345,"(41.890021, -87.630345)"
172611,1850 N Hermitage Ave,60622,Commercial,"50,000 - 250,000 Sq Ft",2021,LOGAN SQUARE,22,32,41.91573465,-87.67209343,"(41.91573465, -87.67209343)"
158316,230 N Michigan Ave,60601,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88660481,-87.62500515,"(41.88660481, -87.62500515)"
251468,6145 S Ingleside Ave,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,20,41.78300182,-87.60225838,"(41.78300182, -87.60225838)"
160343,100 W Chestnut St,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.898007,-87.6314,"(41.898007, -87.6314)"
101717,55 E Monroe St,60603,Commercial,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88017573,-87.62564433,"(41.88017573, -87.62564433)"
251706,1631 W Jonquil Ter,60626,Municipal,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.02112546,-87.67174773,"(42.02112546, -87.67174773)"
254057,932 W Washington Blvd,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,Near West Side,28,27,41.8742951,-87.65018,"(41.8742951, -87.65018)"
240068,600 N Dearborn St,60654,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89268011,-87.630164,"(41.89268011, -87.630164)"
236382,165 N Canal St,60606,Residential,"> 250,000 Sq Ft",2021,NEAR WEST SIDE,28,42,41.88509416,-87.63939751,"(41.88509416, -87.63939751)"
160285,2001 S Michigan Ave,60616,Residential,"> 250,000 Sq Ft",2021,NEAR SOUTH SIDE,33,3,41.855384,-87.62384,"(41.855384, -87.62384)"
252217,1320 W Fullerton Ave,60614,Commercial,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,2,41.92526123,-87.66146616,"(41.92526123, -87.66146616)"
172169,1443 1447 E 65TH ST,60637,Residential,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
127068,801- 831 W 119th St.,60643,Commercial,"50,000 - 250,000 Sq Ft",2021,WEST PULLMAN,53,34,41.67776705,-87.64341842,"(41.67776705, -87.64341842)"
163380,1101 W Jackson Blvd,60607,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR WEST SIDE,28,25,41.877813,-87.654932,"(41.877813, -87.654932)"
158083,8500 W Bryn Mawr Ave,60631,Residential,"> 250,000 Sq Ft",2021,OHARE,76,41,41.98244678,-87.84101094,"(41.98244678, -87.84101094)"
103677,150 N RIVERSIDE PLAZA,60606,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88383779,-87.63851426,"(41.88383779, -87.63851426)"
159415,8 E 9th St,60605,Residential,"> 250,000 Sq Ft",2021,LOOP,32,4,41.87082611,-87.62708205,"(41.87082611, -87.62708205)"
102544,10001 S Woodlawn Ave,60628,Municipal,"> 250,000 Sq Ft",2019,PULLMAN,50,8,41.71336917,-87.59225911,"(41.71336917, -87.59225911)"
227642,6171 N Sheridan Rd,60660,Residential,"> 250,000 Sq Ft",2019,EDGEWATER,77,48,41.99444431,-87.65487158,"(41.99444431, -87.65487158)"
172069,2940 W 87TH ST,60652,Residential,"50,000 - 250,000 Sq Ft",2021,ASHBURN,70,18,41.74592047,-87.71315983,"(41.74592047, -87.71315983)"
159419,2801 S King Dr,60616,Residential,"> 250,000 Sq Ft",2019,DOUGLAS,35,4,41.84364282,-87.61673336,"(41.84364282, -87.61673336)"
160277,208 S LaSalle St,60604,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.87908631,-87.63302012,"(41.87908631, -87.63302012)"
252092,10808 - 10830 S Doty Ave W,60628,Commercial,"50,000 - 250,000 Sq Ft",2021,PULLMAN,50,9,41.69296132,-87.60058151,"(41.69296132, -87.60058151)"
251509,5024 S Wolcott Ave,60609,Municipal,"50,000 - 250,000 Sq Ft",2019,NEW CITY,61,20,41.80242628,-87.67247949,"(41.80242628, -87.67247949)"
251541,3650 W School St,60618,Municipal,"50,000 - 250,000 Sq Ft",2019,AVONDALE,21,30,41.94159842,-87.7192968,"(41.94159842, -87.7192968)"
255942,734 W Sheridan Rd,60613,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,46,41.95481,-87.65036,"(41.95481, -87.65036)"
141524,949 W MADISON,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
244534,1211 S Prairie Ave,60605,Residential,"> 250,000 Sq Ft",2021,NEAR SOUTH SIDE,33,3,41.86619413,-87.62121604,"(41.86619413, -87.62121604)"
160248,305 N Canal St,60606,Residential,"> 250,000 Sq Ft",2021,NEAR WEST SIDE,28,42,41.886954,-87.639858,"(41.886954, -87.639858)"
175686,1001 W BELMONT AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
155614,3447 3457 W FOSTER AVE,60625,Residential,"50,000 - 250,000 Sq Ft",2019,NORTH PARK,13,39,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
114789,4720 4726 S GREENWOOD AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2021,KENWOOD,39,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
100469,5527 5537 S EVERETT AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
251521,2712 S Sawyer Ave,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH LAWNDALE,30,22,41.84204286,-87.70654161,"(41.84204286, -87.70654161)"
159247,1633 W Madison St,60612,Municipal,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.88068367,-87.66808143,"(41.88068367, -87.66808143)"
103727,5040 5060 N BROADWAY,60640,Commercial,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,47,41.97411618,-87.66026911,"(41.97411618, -87.66026911)"
100683,7000 S PARNELL AVE,60621,Residential,"50,000 - 250,000 Sq Ft",2019,ENGLEWOOD,68,6,41.7761313,-87.64068948,"(41.7761313, -87.64068948)"
159799,6101 N Sheridan Road East,60660,Residential,"> 250,000 Sq Ft",2021,EDGEWATER,77,48,41.99253381,-87.65506201,"(41.99253381, -87.65506201)"
165717,930 N Wells St,60610,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.90017901,-87.63514409,"(41.90017901, -87.63514409)"
160321,345 E Wacker Dr,60601,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88724828,-87.6185461,"(41.88724828, -87.6185461)"
255016,4339 W 18TH PL,60623,Commercial,"50,000 - 250,000 Sq Ft",2019,North Lawndale,29,24,41.85578971,-87.7338316,"(41.85578971, -87.7338316)"
175747,2014 2036 S MICHIGAN AVE,60616,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,3,41.85471087,-87.62434115,"(41.85471087, -87.62434115)"
156750,800 810 N CLARK ST,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89707469,-87.63158189,"(41.89707469, -87.63158189)"
132904,4801 W Peterson Ave,60646,Commercial,"50,000 - 250,000 Sq Ft",2019,FOREST GLEN,12,39,41.98985293,-87.74879114,"(41.98985293, -87.74879114)"
160070,777 N Michigan Ave,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.89640687,-87.62384668,"(41.89640687, -87.62384668)"
242901,1455 - 1460 N Sandburg Ter,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.9088576,-87.63195257,"(41.9088576, -87.63195257)"
243920,1030 N State St,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90159271,-87.62890282,"(41.90159271, -87.62890282)"
102587,13100 S Carver Dr,60827,Municipal,"> 250,000 Sq Ft",2019,RIVERDALE,54,9,41.657559,-87.592115,"(41.657559, -87.592115)"
103689,404 W HARRISON ST,60607,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87665199,-87.63815929,"(41.87665199, -87.63815929)"
252033,1405 N Washtenaw,60622,Commercial,"50,000 - 250,000 Sq Ft",2021,WEST TOWN,24,1,41.90674161,-87.69410607,"(41.90674161, -87.69410607)"
120304,6000 W TOUHY,60646,Commercial,"50,000 - 250,000 Sq Ft",2019,FOREST GLEN,12,41,42.01225499,-87.77763646,"(42.01225499, -87.77763646)"
157971,910 S Michigan Ave,60605,Residential,"> 250,000 Sq Ft",2019,LOOP,32,4,41.87031383,-87.62481784,"(41.87031383, -87.62481784)"
243246,1255 N Sandburg Ter,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90540203,-87.63189208,"(41.90540203, -87.63189208)"
103632,251 E Huron St,60611,Commercial,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89458666,-87.62152834,"(41.89458666, -87.62152834)"
101816,43 E Ohio St,60611,Commercial,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89210858,-87.6262422,"(41.89210858, -87.6262422)"
243690,400 E Randolph St,60601,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88484798,-87.61650377,"(41.88484798, -87.61650377)"
243773,680 N Lake Shore Dr,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89466069,-87.61675768,"(41.89466069, -87.61675768)"
119799,7971 S CICERO AVE,60652,Commercial,"50,000 - 250,000 Sq Ft",2019,ASHBURN,70,18,41.74665058,-87.73987193,"(41.74665058, -87.73987193)"
172795,1100 S MICHIGAN AVE,60605,Residential,"50,000 - 250,000 Sq Ft",2019,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
173658,210 222 W Superior St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89561827,-87.63484054,"(41.89561827, -87.63484054)"
251245,3800 Lake Shore Dr,60613,Residential,"> 250,000 Sq Ft",2021,LAKE VIEW,6,46,41.95273621,-87.64559131,"(41.95273621, -87.64559131)"
251300,2020 N Lincoln Park West,60614,Residential,"> 250,000 Sq Ft",2021,LINCOLN PARK,7,43,41.91872919,-87.63690141,"(41.91872919, -87.63690141)"
251539,1850 N Newland Ave,60707,Municipal,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.91381019,-87.79937575,"(41.91381019, -87.79937575)"
124961,2769 2789 N MILWAUKEE AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,35,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
116697,1322 1328 S WABASH AVE,60605,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,3,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
160196,111 S Michigan Ave,60603,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.880452,-87.624229,"(41.880452, -87.624229)"
121264,1407 E 60th St,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,WOODLAWN,42,20,41.786046,-87.591237,"(41.786046, -87.591237)"
252079,2050 N NATCHEZ AVE,60707,Commercial,"50,000 - 250,000 Sq Ft",2019,BELMONT CRAGIN,19,29,41.9176291,-87.78774345,"(41.9176291, -87.78774345)"
105288,9000 S Exchange Ave,60617,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH CHICAGO,46,10,41.73179,-87.552681,"(41.73179, -87.552681)"
119238,2520 N Narragansett Ave,60639,Commercial,"50,000 - 250,000 Sq Ft",2021,BELMONT CRAGIN,19,36,41.92591473,-87.78557198,"(41.92591473, -87.78557198)"
251504,247 W 23rd Place,60616,Municipal,"50,000 - 250,000 Sq Ft",2019,ARMOUR SQUARE,34,25,41.84978233,-87.63387739,"(41.84978233, -87.63387739)"
251893,6525 N Hiawatha Ave,60646,Municipal,"50,000 - 250,000 Sq Ft",2019,FOREST GLEN,12,41,41.99945253,-87.76117987,"(41.99945253, -87.76117987)"
101329,340 E 38TH ST,60653,Residential,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
164102,6400 S Kimbark Ave,60637,Commercial,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,20,41.77840382,-87.59508184,"(41.77840382, -87.59508184)"
116752,3333 W MAYPOLE AVE,60624,Residential,"50,000 - 250,000 Sq Ft",2021,EAST GARFIELD PARK,27,28,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
131375,2828 N Clark St,60657,Commercial,"50,000 - 250,000 Sq Ft",2020,LAKE VIEW,6,44,41.93377119,-87.64632294,"(41.93377119, -87.64632294)"
