Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
159091,1330 1358 W 76th St,60620,Commercial,"> 250,000 Sq Ft",2020,AUBURN GRESHAM,71,17,41.756041,-87.656765,"(41.756041, -87.656765)"
103624,3300 S FEDERAL ST,60616,Commercial,"> 250,000 Sq Ft",2019,DOUGLAS,35,3,41.8342998,-87.6292618,"(41.8342998, -87.6292618)"
172319,2455 W OHIO ST,60612,Residential,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,26,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
254534,1727 S Indiana Ave,60616,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR SOUTH SIDE,33,3,41.88425252,-87.63244776,"(41.88425252, -87.63244776)"
104635,1900 1912 W PRATT BLVD,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
156900,6160 N CICERO AVE,60646,Commercial,"50,000 - 250,000 Sq Ft",2019,FOREST GLEN,12,39,41.99305112,-87.74836805,"(41.99305112, -87.74836805)"
100334,860 N DEWITT PL,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
254009,1120 1126 E 47th St,60653,Residential,"50,000 - 250,000 Sq Ft",2019,Kenwood,39,4,41.8202295,-87.61187,"(41.8202295, -87.61187)"
101691,2701 2711 N MILDRED AVE,60614,Residential,"50,000 - 250,000 Sq Ft",2020,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
102825,4510 4518 N ASHLAND AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,47,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
157832,5645 W Addison St,60634,Commercial,"> 250,000 Sq Ft",2020,PORTAGE PARK,15,36,41.94536427,-87.76777267,"(41.94536427, -87.76777267)"
174215,3711 S VINCENNES AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2019,OAKLAND,36,4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
106618,215 W Washington St,60606,Residential,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88322296,-87.63452002,"(41.88322296, -87.63452002)"
254225,1250 W 119th St,60643,Commercial,"50,000 - 250,000 Sq Ft",2019,West Pullman,53,34,41.6776922,-87.65285,"(41.6776922, -87.65285)"
114858,5100 5110 S CORNELL AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
156536,228 S Wabash Ave,60604,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.8791193,-87.62611087,"(41.8791193, -87.62611087)"
101557,2 E 8th St,60605,Residential,"> 250,000 Sq Ft",2020,LOOP,32,4,41.871828,-87.627232,"(41.871828, -87.627232)"
159659,3130 N Lake Shore Dr,60657,Residential,"> 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.93859162,-87.63854993,"(41.93859162, -87.63854993)"
160341,247 E Chestnut St,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89843301,-87.61989041,"(41.89843301, -87.61989041)"
104263,444 454 W MELROSE ST,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
159646,337 339 W BARRY AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.93734867,-87.6384621,"(41.93734867, -87.6384621)"
251926,910 W Huron St,60642,Residential,"50,000 - 250,000 Sq Ft",2020,WEST TOWN,24,27,41.895064,-87.650602,"(41.895064, -87.650602)"
172396,12 S Oakley Blvd,60612,Commercial,"50,000 - 250,000 Sq Ft",2020,NEAR WEST SIDE,28,27,41.88056352,-87.68430275,"(41.88056352, -87.68430275)"
156874,66 W Oak St,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90072643,-87.63096924,"(41.90072643, -87.63096924)"
172719,3940 W BRYN MAWR AVE,60659,Residential,"50,000 - 250,000 Sq Ft",2019,NORTH PARK,13,39,41.99046172,-87.70620782,"(41.99046172, -87.70620782)"
113706,233 E ERIE ST,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
252269,1143-53 N Lavergne,60651,Residential,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,37,41.90126341,-87.75080385,"(41.90126341, -87.75080385)"
244817,1221 N DEARBORN ST,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90468659,-87.62960806,"(41.90468659, -87.62960806)"
113768,1555 N DEARBORN PKWY,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
254227,945 W 69th St,60621,Commercial,"50,000 - 250,000 Sq Ft",2019,Englewood,68,6,41.76866571,-87.64870344,"(41.76866571, -87.64870344)"
160381,220 W Illinois St,60654,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89080456,-87.63481335,"(41.89080456, -87.63481335)"
113602,1209 1217 N ASTOR ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
147834,2620 W WASHINGTON BLVD,60612,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
101409,2715 N CICERO AVE,60639,Residential,"50,000 - 250,000 Sq Ft",2019,BELMONT CRAGIN,19,31,41.92039417,-87.75616669,"(41.92039417, -87.75616669)"
175857,972 W LAKE ST,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.87399385,-87.651678,"(41.87399385, -87.651678)"
116966,9510 S CONSTANCE AVE,60617,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH DEERING,51,7,41.7272413,-87.55513633,"(41.7272413, -87.55513633)"
239540,71 E DIVISION ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90376285,-87.62612567,"(41.90376285, -87.62612567)"
111157,3963 W BELMONT AVE,60618,Residential,"> 250,000 Sq Ft",2019,AVONDALE,21,30,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
113591,1200 N LAKE SHORE DR,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
156840,1 W Superior St,60654,Residential,"> 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,2,41.89526506,-87.62898937,"(41.89526506, -87.62898937)"
253904,1250 W Van Buren St,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.87399385,-87.651678,"(41.87399385, -87.651678)"
102309,3601 N Milwaukee Ave,60641,Municipal,"> 250,000 Sq Ft",2020,IRVING PARK,16,45,41.94750755,-87.735506,"(41.94750755, -87.735506)"
175979,6800 S KEATING AVE,60629,Residential,"50,000 - 250,000 Sq Ft",2019,WEST LAWN,65,13,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
100252,10426 S MICHIGAN AVE,60628,Residential,"50,000 - 250,000 Sq Ft",2019,ROSELAND,49,9,41.69755188,-87.61477587,"(41.69755188, -87.61477587)"
104340,4701 4705 N BEACON ST,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
251866,2040 W Adams St,60612,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.87909335,-87.67841947,"(41.87909335, -87.67841947)"
254068,3500 S Sangamon,60609,Residential,"50,000 - 250,000 Sq Ft",2019,Bridgeport,60,11,41.8117692,-87.65514,"(41.8117692, -87.65514)"
173915,5500 S SHORE DR,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
113452,1115 S PLYMOUTH CT,60605,Residential,"50,000 - 250,000 Sq Ft",2019,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
102568,639 W GRACE ST,60613,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
175890,5400 SHERIDAN RD,60640,Residential,"50,000 - 250,000 Sq Ft",2019,Edgewater,77,48,41.9722301,-87.6646,"(41.9722301, -87.6646)"
135103,6 W HUBBARD ST,60654,Commercial,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,42,41.89009837,-87.62836025,"(41.89009837, -87.62836025)"
105991,162 164 E ONTARIO ST,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
254048,7750 S Emerald Ave,60620,Residential,"50,000 - 250,000 Sq Ft",2019,Auburn Gresham,71,17,41.73979805,-87.65349931,"(41.73979805, -87.65349931)"
101954,111 N Wabash Ave,60602,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88357029,-87.62621336,"(41.88357029, -87.62621336)"
133242,1444 N ORLEANS ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
175960,5254 S DORCHESTER AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
175548,15 S Wood St,60612,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.88114492,-87.67169307,"(41.88114492, -87.67169307)"
252082,4540 W Belmont Ave,60641,Commercial,"50,000 - 250,000 Sq Ft",2019,IRVING PARK,16,30,41.93961331,-87.74100751,"(41.93961331, -87.74100751)"
103815,328 S Jefferson,60661,Commercial,"> 250,000 Sq Ft",2020,NEAR WEST SIDE,28,42,41.87715297,-87.64290989,"(41.87715297, -87.64290989)"
158842,1068 W Sheridan Rd,60660,Commercial,"50,000 - 250,000 Sq Ft",2020,ROGERS PARK,1,49,41.99827699,-87.65806949,"(41.99827699, -87.65806949)"
119987,7030 S Ashland Ave,60636,Commercial,"50,000 - 250,000 Sq Ft",2020,WEST ENGLEWOOD,67,17,41.76547365,-87.66448496,"(41.76547365, -87.66448496)"
111976,2800 N PINE GROVE AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
105360,200 N CENTRAL AVE,60644,Residential,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
251259,2470 N Clark St,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92731759,-87.64211119,"(41.92731759, -87.64211119)"
115784,7455 7469 N GREENVIEW AVE,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
228455,1850-1856 N Clark St,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.91645312,-87.63490931,"(41.91645312, -87.63490931)"
172129,73 E ELM ST,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
253965,230 W Huron St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
173875,6165 N WINTHROP AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
172705,6456 6460 W BELLE PLAINE AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2019,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
250115,121 N LaSalle St,60602,Municipal,"> 250,000 Sq Ft",2020,LOOP,32,42,41.88385328,-87.63167966,"(41.88385328, -87.63167966)"
101722,500 W Monroe,60661,Commercial,"> 250,000 Sq Ft",2020,NEAR WEST SIDE,28,42,41.880609,-87.639778,"(41.880609, -87.639778)"
111545,2314 N LINCOLN PARK WEST,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92439637,-87.63714388,"(41.92439637, -87.63714388)"
251957,5821 S Drexel Ave,60637,Commercial,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.781317,-87.604346,"(41.781317, -87.604346)"
254052,2324 W Irving Park Rd,60618,Residential,"50,000 - 250,000 Sq Ft",2020,North Center,5,47,41.946621,-87.70269,"(41.946621, -87.70269)"
119504,1201 W ADAMS ST,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.87879651,-87.6574532,"(41.87879651, -87.6574532)"
129245,2011 2023 W BELMONT AVE,60618,Residential,"50,000 - 250,000 Sq Ft",2019,NORTH CENTER,5,32,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
254067,1645 E. 54th St.,60615,Residential,"50,000 - 250,000 Sq Ft",2019,Hyde Park,41,5,41.8022432,-87.60352,"(41.8022432, -87.60352)"
102125,259 E Erie St,60611,Commercial,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89404425,-87.62041608,"(41.89404425, -87.62041608)"
102690,1250 N LASALLE DR,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
175914,5225 S HARPER AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
101738,300 E Randolph,60601,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88484639,-87.61989893,"(41.88484639, -87.61989893)"
254099,7511 S South Shore Dr,60649,Municipal,"50,000 - 250,000 Sq Ft",2020,South Shore,43,7,41.7626302,-87.57255,"(41.7626302, -87.57255)"
113688,70 76 E CEDAR ST,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
254570,7347 7365 Sheridan Rd,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.00660309,-87.66729325,"(42.00660309, -87.66729325)"
103638,1400 S Lake Shore Dr,60605,Commercial,"> 250,000 Sq Ft",2020,NEAR SOUTH SIDE,33,4,41.866211,-87.61703464,"(41.866211, -87.61703464)"
252031,201 E Walton Pl,60611,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,2,41.89981331,-87.62141411,"(41.89981331, -87.62141411)"
174203,5009 N SHERIDAN RD,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,48,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
175334,51 N CENTRAL AVE,60644,Residential,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
101739,1 S Dearborn,60603,Commercial,"> 250,000 Sq Ft",2020,LOOP,32,42,41.88165139,-87.62884674,"(41.88165139, -87.62884674)"
172110,1260 N DEARBORN ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
175232,1401 E HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
103745,900 North Michigan,60611,Commercial,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89920885,-87.62650606,"(41.89920885, -87.62650606)"
254004,2700 N Halsted St,60614,Residential,"50,000 - 250,000 Sq Ft",2019,Lincoln Park,7,43,41.9217371,-87.65392,"(41.9217371, -87.65392)"
130442,210 N GREEN ST,60607,Commercial,"50,000 - 250,000 Sq Ft",2020,NEAR WEST SIDE,28,27,41.88630274,-87.649191,"(41.88630274, -87.649191)"
133957,625 631 W JACKSON BLVD,60661,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
107850,300 W Adams,60606,Commercial,"> 250,000 Sq Ft",2020,LOOP,32,42,41.87969438,-87.63568353,"(41.87969438, -87.63568353)"
254001,4434 4444 N Damen Ave,60625,Residential,"50,000 - 250,000 Sq Ft",2019,North Center,5,47,41.9720897,-87.70256,"(41.9720897, -87.70256)"
173805,1000 W LELAND AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
251909,5225 N Oak Park Ave,60656,Municipal,"50,000 - 250,000 Sq Ft",2020,NORWOOD PARK,10,41,41.9763901,-87.79592032,"(41.9763901, -87.79592032)"
252262,1816 N St Louis Ave,60647,Residential,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,1,41.91418349,-87.71344961,"(41.91418349, -87.71344961)"
173455,521 531 S DEARBORN ST,60605,Residential,"50,000 - 250,000 Sq Ft",2019,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
252124,2666 E 73rd St,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76452567,-87.55975422,"(41.76452567, -87.55975422)"
251766,1062 W Bryn Mawr Ave,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.9838449,-87.65763102,"(41.9838449, -87.65763102)"
157011,3120 S Kostner Ave,60623,Municipal,"> 250,000 Sq Ft",2020,SOUTH LAWNDALE,30,22,41.83516722,-87.73556631,"(41.83516722, -87.73556631)"
254165,6551 N Sheridan Rd,60626,Commercial,"50,000 - 250,000 Sq Ft",2020,Rogers Park,1,49,42.00163407,-87.66060143,"(42.00163407, -87.66060143)"
115065,700 W BITTERSWEET PL,60613,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
104300,434 436 W ROSCOE ST,60657,Residential,"50,000 - 250,000 Sq Ft",2020,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
105078,6825 N SHERIDAN RD,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
102323,3515 3525 W FRANKLIN BLVD,60624,Residential,"50,000 - 250,000 Sq Ft",2019,HUMBOLDT PARK,23,27,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
175889,70 E SCOTT ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
160325,300 E 26TH ST,60616,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,4,41.84603122,-87.6203649,"(41.84603122, -87.6203649)"
158336,200 N COLUMBUS DR,60601,Residential,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88613315,-87.62132377,"(41.88613315, -87.62132377)"
101519,7430 S ROCKWELL ST,60629,Residential,"50,000 - 250,000 Sq Ft",2019,CHICAGO LAWN,66,18,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
101960,78 E Washington St,60602,Municipal,"50,000 - 250,000 Sq Ft",2020,LOOP,32,42,41.88386579,-87.62497275,"(41.88386579, -87.62497275)"
253952,8439-8503 W Catherine Ave,60656,Residential,"50,000 - 250,000 Sq Ft",2019,OHARE,76,41,41.97098435,-87.80359537,"(41.97098435, -87.80359537)"
251920,189 E Lake Shore Dr,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90067988,-87.62240677,"(41.90067988, -87.62240677)"
251796,5050 S East End Ave,60615,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,5,41.80322573,-87.58572889,"(41.80322573, -87.58572889)"
109613,2700 S California Ave,60608,Commercial,"> 250,000 Sq Ft",2019,SOUTH LAWNDALE,30,24,41.84329289,-87.69598814,"(41.84329289, -87.69598814)"
253954,1717 N Crilly Ct,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92173714,-87.65391568,"(41.92173714, -87.65391568)"
173821,4157 N CLARENDON AVE,60613,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
138874,2020 W Fullerton Ave,60647,Commercial,"50,000 - 250,000 Sq Ft",2020,LOGAN SQUARE,22,32,41.92543323,-87.67914408,"(41.92543323, -87.67914408)"
104100,711 W GORDON TER,60613,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
173766,3314 N LAKE SHORE DR,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
254157,5114 N Christiana Ave,60625,Commercial,"50,000 - 250,000 Sq Ft",2019,North Park,13,39,41.8842525,-87.63245,"(41.8842525, -87.63245)"
102926,5736 5752 S STONY ISLAND AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
103628,1000 W Fulton St,60607,Commercial,"> 250,000 Sq Ft",2020,NEAR WEST SIDE,28,27,41.88677646,-87.65227883,"(41.88677646, -87.65227883)"
115692,460 E 41ST ST,60653,Residential,"50,000 - 250,000 Sq Ft",2019,GRAND BOULEVARD,38,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
252319,7425 S South Shore Dr,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76149298,-87.55802925,"(41.76149298, -87.55802925)"
159892,5530 S SHORE DR,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.794687,-87.58046479,"(41.794687, -87.58046479)"
231297,1000 W Adams St,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87952802,-87.65241652,"(41.87952802, -87.65241652)"
175841,4700 S GREENWOOD AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
172115,999 N LAKE SHORE DR,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
168174,4136 S California Ave,60632,Municipal,"> 250,000 Sq Ft",2020,BRIGHTON PARK,58,12,41.81904637,-87.69457219,"(41.81904637, -87.69457219)"
175728,808 812 W JUNIOR TER,60613,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
113690,20 E CEDAR ST,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
252326,6200-42 N Hoyne Ave,60659,Residential,"50,000 - 250,000 Sq Ft",2019,WEST RIDGE,2,50,41.99047176,-87.70486537,"(41.99047176, -87.70486537)"
156868,11 21 W GOETHE ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90530524,-87.62979327,"(41.90530524, -87.62979327)"
134516,321 339 S DESPLAINES ST,60661,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
172037,1422 1424 W 47TH ST,60609,Commercial,"50,000 - 250,000 Sq Ft",2019,NEW CITY,61,15,41.80996786,-87.6606919,"(41.80996786, -87.6606919)"
113086,1001 W MADISON ST,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
110854,845 N KINGSBURY,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
101762,50 W Washington,60602,Commercial,"> 250,000 Sq Ft",2020,LOOP,32,42,41.88409726,-87.63019634,"(41.88409726, -87.63019634)"
106108,2 10 W ELM ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
159567,2623 2627 N CLARK ST,60614,Residential,"50,000 - 250,000 Sq Ft",2020,LINCOLN PARK,7,43,41.93060346,-87.64287601,"(41.93060346, -87.64287601)"
120931,10 S STATE ST,60603,Commercial,"50,000 - 250,000 Sq Ft",2020,LOOP,32,42,41.88127065,-87.62814571,"(41.88127065, -87.62814571)"
156854,875 N DEARBORN ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89887705,-87.62936387,"(41.89887705, -87.62936387)"
251230,1448 N Lake Shore Dr,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.90933331,-87.62655128,"(41.90933331, -87.62655128)"
159661,3101-3121 N Sheridan Rd,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.93780449,-87.63932786,"(41.93780449, -87.63932786)"
116166,447 455 W MELROSE ST,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
109326,4825 4835 N CENTRAL AVE,60630,Residential,"50,000 - 250,000 Sq Ft",2020,JEFFERSON PARK,11,45,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
159980,7345 S South Shore Dr,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76320454,-87.55907895,"(41.76320454, -87.55907895)"
123202,1936 N Clark,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.9176944,-87.63567039,"(41.9176944, -87.63567039)"
251237,1242 N Lake Shore Dr,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.90531026,-87.62553343,"(41.90531026, -87.62553343)"
103692,333 S Wabash Ave,60604,Commercial,"> 250,000 Sq Ft",2020,LOOP,32,42,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
103640,1 N LaSalle St,60602,Commercial,"> 250,000 Sq Ft",2020,LOOP,32,42,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
243714,6166 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.99431525,-87.6560017,"(41.99431525, -87.6560017)"
110743,30 W OAK ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
105244,1329 1341 W ESTES AVE,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
100211,73 E LAKE ST,60601,Residential,"> 250,000 Sq Ft",2019,LOOP,32,42,41.885241,-87.62546943,"(41.885241, -87.62546943)"
251959,840 N LaSalle St,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89800206,-87.63342404,"(41.89800206, -87.63342404)"
